cve_id,vendor,product,repo_key,final_repo_key,github_url,ref_kind,source_tags,verdict,confidence,audit_reason,stored_decision_rule,stored_fitness,checked_url,final_url,http_status,github_title,github_description,recommended_action,recommended_reason,repo_action_canonical_repo_key
CVE-2020-26227,typo3,typo3,typo3@typo3.cms,typo3@typo3,https://github.com/TYPO3/TYPO3.CMS/security/advisories/GHSA-vqqx-jw6p-q3rf,repo_or_file,Exploit;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.974,https://github.com/typo3/typo3.cms,https://github.com/TYPO3/typo3,200,GitHub - TYPO3/typo3: The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS · GitHub,The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS - TYPO3/typo3,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,typo3@typo3
CVE-2020-26228,typo3,typo3,typo3@typo3.cms,typo3@typo3,https://github.com/TYPO3/TYPO3.CMS/security/advisories/GHSA-954j-f27r-cj52,repo_or_file,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.974,https://github.com/typo3/typo3.cms,https://github.com/TYPO3/typo3,200,GitHub - TYPO3/typo3: The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS · GitHub,The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS - TYPO3/typo3,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,typo3@typo3
CVE-2020-26229,typo3,typo3,typo3@typo3.cms,typo3@typo3,https://github.com/TYPO3/TYPO3.CMS/security/advisories/GHSA-q9cp-mc96-m4w2,repo_or_file,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.974,https://github.com/typo3/typo3.cms,https://github.com/TYPO3/typo3,200,GitHub - TYPO3/typo3: The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS · GitHub,The TYPO3 Core - Enterprise Content Management System. Synchronized mirror of https://review.typo3.org/q/project:Packages/TYPO3.CMS - TYPO3/typo3,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,typo3@typo3
CVE-2020-26279,protocol,go-ipfs,ipfs@go-ipfs,ipfs@kubo,https://github.com/ipfs/go-ipfs/commit/b7ddba7fe47dee5b1760b8ffe897908417e577b2,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/ipfs/go-ipfs,https://github.com/ipfs/kubo,200,GitHub - ipfs/kubo: An IPFS implementation in Go · GitHub,An IPFS implementation in Go. Contribute to ipfs/kubo development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,ipfs@kubo
CVE-2020-26283,protocol,go-ipfs,ipfs@go-ipfs,ipfs@kubo,https://github.com/ipfs/go-ipfs/commit/fb0a9acd2d8288bd1028c3219a420de62a09683a,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/ipfs/go-ipfs,https://github.com/ipfs/kubo,200,GitHub - ipfs/kubo: An IPFS implementation in Go · GitHub,An IPFS implementation in Go. Contribute to ipfs/kubo development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,ipfs@kubo
CVE-2020-26299,ftp-srv_project,ftp-srv,autovance@ftp-srv,quorumdms@ftp-srv,https://github.com/autovance/ftp-srv/commit/457b859450a37cba10ff3c431eb4aa67771122e3,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6610384615384616,https://github.com/autovance/ftp-srv,https://github.com/QuorumDMS/ftp-srv,200,GitHub - QuorumDMS/ftp-srv: 📮 Modern FTP Server · GitHub,📮 Modern FTP Server. Contribute to QuorumDMS/ftp-srv development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,quorumdms@ftp-srv
CVE-2020-26609,fastadmin,fastadmin,karsonzhang@fastadmin,fastadminnet@fastadmin,https://github.com/karsonzhang/fastadmin,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7263636363636363,https://github.com/karsonzhang/fastadmin,https://github.com/fastadminnet/fastadmin,200,GitHub - fastadminnet/fastadmin: 基于 ThinkPHP 和 Bootstrap 的极速后台开发框架，一键生成 CRUD，自动生成控制器、模型、视图、JS、语言包、菜单、回收站。 · GitHub,基于 ThinkPHP 和 Bootstrap 的极速后台开发框架，一键生成 CRUD，自动生成控制器、模型、视图、JS、语言包、菜单、回收站。 - fastadminnet/fastadmin,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,fastadminnet@fastadmin
CVE-2020-27216,eclipse,jetty,eclipse@jetty.project,jetty@jetty.project,https://github.com/eclipse/jetty.project/security/advisories/GHSA-g3wg-6mcf-8jj6#advisory-comment-63053,repo_or_file,Exploit;Mitigation;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.961,https://github.com/eclipse/jetty.project,https://github.com/jetty/jetty.project,200,"GitHub - jetty/jetty.project: Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more · GitHub","Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more - jetty/jetty.project",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jetty@jetty.project
CVE-2020-27218,eclipse,jetty,eclipse@jetty.project,jetty@jetty.project,https://github.com/eclipse/jetty.project/security/advisories/GHSA-86wm-rrjm-8wh8,repo_or_file,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.961,https://github.com/eclipse/jetty.project,https://github.com/jetty/jetty.project,200,"GitHub - jetty/jetty.project: Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more · GitHub","Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more - jetty/jetty.project",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jetty@jetty.project
CVE-2020-27219,eclipse,hawkbit,eclipse@hawkbit,eclipse-hawkbit@hawkbit,https://github.com/eclipse/hawkbit/issues/1067,issue,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/eclipse/hawkbit,https://github.com/eclipse-hawkbit/hawkbit,200,GitHub - eclipse-hawkbit/hawkbit: Eclipse hawkBit™ · GitHub,Eclipse hawkBit™. Contribute to eclipse-hawkbit/hawkbit development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,eclipse-hawkbit@hawkbit
CVE-2020-27223,eclipse,jetty,eclipse@jetty.project,jetty@jetty.project,https://github.com/eclipse/jetty.project/security/advisories/GHSA-m394-8rww-3jr7,repo_or_file,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.961,https://github.com/eclipse/jetty.project,https://github.com/jetty/jetty.project,200,"GitHub - jetty/jetty.project: Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more · GitHub","Eclipse Jetty® - Web Container & Clients - supports HTTP/3, HTTP/2, HTTP/1, websocket, servlets, and more - jetty/jetty.project",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jetty@jetty.project
CVE-2020-27519,pritunl,pritunl-client-electron,pritunl@pritunl-client-electron,pritunl@pritunl-client,https://github.com/pritunl/pritunl-client-electron/commit/87ceeae9b8ee415541d7d71de10675e699a76e5e,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/pritunl/pritunl-client-electron,https://github.com/pritunl/pritunl-client,200,GitHub - pritunl/pritunl-client: Pritunl OpenVPN client · GitHub,Pritunl OpenVPN client. Contribute to pritunl/pritunl-client development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,pritunl@pritunl-client
CVE-2020-28087,jeecg,jeecg_boot,zhangdaiscott@jeecg-boot,jeecgboot@jeecgboot,https://github.com/zhangdaiscott/jeecg-boot/issues/1887,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6715384615384615,https://github.com/zhangdaiscott/jeecg-boot,https://github.com/jeecgboot/JeecgBoot,200,GitHub - jeecgboot/JeecgBoot: AI 低代码平台「低代码 + 零代码」双驱动！低代码可一键生成前后端代码;零代码可 5 分钟搭建系统;AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并->AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不失灵活。 · GitHub,AI 低代码平台「低代码 + 零代码」双驱动！低代码可一键生成前后端代码;零代码可 5 分钟搭建系统;AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并-&gt;AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不失灵活。 - jeecgboot...,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jeecgboot@jeecgboot
CVE-2020-28088,jeecg,jeecg_boot,zhangdaiscott@jeecg-boot,jeecgboot@jeecgboot,https://github.com/zhangdaiscott/jeecg-boot/issues/1888,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6715384615384615,https://github.com/zhangdaiscott/jeecg-boot,https://github.com/jeecgboot/JeecgBoot,200,GitHub - jeecgboot/JeecgBoot: AI 低代码平台「低代码 + 零代码」双驱动！低代码可一键生成前后端代码;零代码可 5 分钟搭建系统;AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并->AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不失灵活。 · GitHub,AI 低代码平台「低代码 + 零代码」双驱动！低代码可一键生成前后端代码;零代码可 5 分钟搭建系统;AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并-&gt;AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不失灵活。 - jeecgboot...,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,jeecgboot@jeecgboot
CVE-2020-28702,pybbs_project,pybbs,tomoya92@pybbs,atjiu@pybbs,https://github.com/tomoya92/pybbs/issues/137,issue,Exploit;Issue Tracking;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6745,https://github.com/tomoya92/pybbs,https://github.com/atjiu/pybbs,200,GitHub - atjiu/pybbs: 更实用的Java开发的社区(论坛)，Better use of Java development community (forum) · GitHub,更实用的Java开发的社区(论坛)，Better use of Java development community (forum) - atjiu/pybbs,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,atjiu@pybbs
CVE-2020-28865,powerjob,powerjob,kfcfans@powerjob,powerjob@powerjob,https://github.com/KFCFans/PowerJob/issues/99,issue,Issue Tracking;Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/kfcfans/powerjob,https://github.com/PowerJob/PowerJob,200,GitHub - PowerJob/PowerJob: Enterprise job scheduling middleware with distributed computing ability. · GitHub,Enterprise job scheduling middleware with distributed computing ability. - PowerJob/PowerJob,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,powerjob@powerjob
CVE-2020-35149,mquery_project,mquery,aheckmann@mquery,mongoosejs@mquery,https://github.com/aheckmann/mquery/commit/792e69fd0a7281a0300be5cade5a6d7c1d468ad4,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/aheckmann/mquery,https://github.com/mongoosejs/mquery,200,GitHub - mongoosejs/mquery: Expressive MongoDB query builder · GitHub,Expressive MongoDB query builder. Contribute to mongoosejs/mquery development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,mongoosejs@mquery
CVE-2020-35236,amazee,lagoon,amazeeio@lagoon,uselagoon@lagoon,https://github.com/amazeeio/lagoon/commit/1140289bf9fa98b8602ab4662ae867b210d8476b,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,score_threshold,0.9191607978309961,https://github.com/amazeeio/lagoon,https://github.com/uselagoon/lagoon,200,"GitHub - uselagoon/lagoon: Lagoon, the developer-focused application delivery platform · GitHub","Lagoon, the developer-focused application delivery platform - uselagoon/lagoon",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,uselagoon@lagoon
CVE-2020-35313,wondercms,wondercms,robiso@wondercms,wondercms@wondercms,https://github.com/robiso/wondercms,repo_or_file,Product;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6811111111111111,https://github.com/robiso/wondercms,https://github.com/WonderCMS/wondercms,200,"GitHub - WonderCMS/wondercms: Fast and small flat file CMS (5 files). Built with PHP, JSON database. · GitHub","Fast and small flat file CMS (5 files). Built with PHP, JSON database. - WonderCMS/wondercms",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,wondercms@wondercms
CVE-2020-35314,wondercms,wondercms,robiso@wondercms,wondercms@wondercms,https://github.com/robiso/wondercms,repo_or_file,Product;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6811111111111111,https://github.com/robiso/wondercms,https://github.com/WonderCMS/wondercms,200,"GitHub - WonderCMS/wondercms: Fast and small flat file CMS (5 files). Built with PHP, JSON database. · GitHub","Fast and small flat file CMS (5 files). Built with PHP, JSON database. - WonderCMS/wondercms",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,wondercms@wondercms
CVE-2020-35382,classroombookings,classroombookings,craigrodway@classroombookings,classroombookings@classroombookings,https://github.com/craigrodway/classroombookings/issues/27,issue,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.7210998448886761,https://github.com/craigrodway/classroombookings,https://github.com/classroombookings/classroombookings,200,GitHub - classroombookings/classroombookings: The open source hassle-free room booking system for schools · GitHub,The open source hassle-free room booking system for schools - classroombookings/classroombookings,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,classroombookings@classroombookings
CVE-2020-35438,kamalkhan,kk_star_ratings,kamalkhan@kk-star-ratings,surveywp@kk-star-ratings,https://github.com/kamalkhan/kk-star-ratings/blob/master/CHANGELOG.md,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/kamalkhan/kk-star-ratings,https://github.com/surveywp/kk-star-ratings,200,GitHub - surveywp/kk-star-ratings: kk Star Ratings wordpress plugin · GitHub,kk Star Ratings wordpress plugin. Contribute to surveywp/kk-star-ratings development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,surveywp@kk-star-ratings
CVE-2020-36070,thecontrolgroup,voyager,the-control-group@voyager,thedevdojo@voyager,https://github.com/the-control-group/voyager/,repo_or_file,Product,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,ref_clean_repo_score_ge_threshold,0.883625,https://github.com/the-control-group/voyager,https://github.com/thedevdojo/voyager,200,GitHub - thedevdojo/voyager: Voyager - The Missing Laravel Admin · GitHub,Voyager - The Missing Laravel Admin. Contribute to thedevdojo/voyager development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,thedevdojo@voyager
CVE-2020-36190,rails_admin_project,rails_admin,sferik@rails_admin,railsadminteam@rails_admin,https://github.com/sferik/rails_admin/blob/master/README.md,repo_or_file,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6889117647058823,https://github.com/sferik/rails_admin,https://github.com/railsadminteam/rails_admin,200,GitHub - railsadminteam/rails_admin: RailsAdmin is a Rails engine that provides an easy-to-use interface for managing your data · GitHub,RailsAdmin is a Rails engine that provides an easy-to-use interface for managing your data - railsadminteam/rails_admin,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,railsadminteam@rails_admin
CVE-2020-36402,soliditylang,solidity,ethereum@solidity,argotorg@solidity,https://github.com/ethereum/solidity/commit/c39a5e2b7a3fabbf687f53a2823fc087be6c1a7e,commit,Patch;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.65,https://github.com/ethereum/solidity,https://github.com/argotorg/solidity,200,"GitHub - argotorg/solidity: Solidity, the Smart Contract Programming Language · GitHub","Solidity, the Smart Contract Programming Language. Contribute to argotorg/solidity development by creating an account on GitHub.",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,argotorg@solidity
CVE-2020-36648,pouet,pouet2.0,pouetnet@pouet2.0,pouetnet@pouet-www-v2.0,https://github.com/pouetnet/pouet2.0/commit/11d615931352066fb2f6dcb07428277c2cd99baf,commit,Patch,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,ref_clean_repo_score_ge_threshold,0.8833333333333333,https://github.com/pouetnet/pouet2.0,https://github.com/pouetnet/pouet-www-v2.0,200,GitHub - pouetnet/pouet-www-v2.0: The next generation of trumpets. Now with 10% more whining sound. · GitHub,The next generation of trumpets. Now with 10% more whining sound. - pouetnet/pouet-www-v2.0,manual_review,medium_likely_product_or_redirected_name_variant,pouetnet@pouet-www-v2.0
CVE-2020-3996,vmware,velero,vmware-tanzu@velero,velero-io@velero,https://github.com/vmware-tanzu/velero/security/advisories/GHSA-72xg-3mcq-52v4,repo_or_file,Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.852224747410331,https://github.com/vmware-tanzu/velero,https://github.com/velero-io/velero,200,GitHub - velero-io/velero: Backup and migrate Kubernetes applications and their persistent volumes · GitHub,Backup and migrate Kubernetes applications and their persistent volumes - velero-io/velero,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,velero-io@velero
CVE-2020-5391,auth0,wp-auth0,auth0@wp-auth0,auth0@wordpress,https://github.com/auth0/wp-auth0/releases,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/auth0/wp-auth0,https://github.com/auth0/wordpress,200,GitHub - auth0/wordpress: WordPress Plugin for Auth0 Authentication · GitHub,WordPress Plugin for Auth0 Authentication. Contribute to auth0/wordpress development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,auth0@wordpress
CVE-2020-5392,auth0,wp-auth0,auth0@wp-auth0,auth0@wordpress,https://github.com/auth0/wp-auth0/releases,repo_or_file,Release Notes;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/auth0/wp-auth0,https://github.com/auth0/wordpress,200,GitHub - auth0/wordpress: WordPress Plugin for Auth0 Authentication · GitHub,WordPress Plugin for Auth0 Authentication. Contribute to auth0/wordpress development by creating an account on GitHub.,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,auth0@wordpress
CVE-2020-5676,weseek,growi,weseek@growi,growilabs@growi,https://github.com/weseek/growi,repo_or_file,Product;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/weseek/growi,https://github.com/growilabs/growi,200,GitHub - growilabs/growi: :anchor: GROWI - Team collaboration software using markdown · GitHub,:anchor: GROWI - Team collaboration software using markdown - growilabs/growi,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,growilabs@growi
CVE-2020-5677,weseek,growi,weseek@growi,growilabs@growi,https://github.com/weseek/growi,repo_or_file,Product;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/weseek/growi,https://github.com/growilabs/growi,200,GitHub - growilabs/growi: :anchor: GROWI - Team collaboration software using markdown · GitHub,:anchor: GROWI - Team collaboration software using markdown - growilabs/growi,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,growilabs@growi
CVE-2020-5678,weseek,growi,weseek@growi,growilabs@growi,https://github.com/weseek/growi,repo_or_file,Product;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/weseek/growi,https://github.com/growilabs/growi,200,GitHub - growilabs/growi: :anchor: GROWI - Team collaboration software using markdown · GitHub,:anchor: GROWI - Team collaboration software using markdown - growilabs/growi,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,growilabs@growi
CVE-2020-5682,weseek,growi,weseek@growi,growilabs@growi,https://github.com/weseek/growi,repo_or_file,Product;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/weseek/growi,https://github.com/growilabs/growi,200,GitHub - growilabs/growi: :anchor: GROWI - Team collaboration software using markdown · GitHub,:anchor: GROWI - Team collaboration software using markdown - growilabs/growi,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,growilabs@growi
CVE-2020-5683,weseek,growi,weseek@growi,growilabs@growi,https://github.com/weseek/growi,repo_or_file,Product;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/weseek/growi,https://github.com/growilabs/growi,200,GitHub - growilabs/growi: :anchor: GROWI - Team collaboration software using markdown · GitHub,:anchor: GROWI - Team collaboration software using markdown - growilabs/growi,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,growilabs@growi
CVE-2020-7690,parall,jspdf,mrrio@jspdf,parallax@jspdf,https://github.com/MrRio/jsPDF/issues/2795,issue,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6966666666666667,https://github.com/mrrio/jspdf,https://github.com/parallax/jsPDF,200,GitHub - parallax/jsPDF: Client-side JavaScript PDF generation for everyone. · GitHub,Client-side JavaScript PDF generation for everyone. - parallax/jsPDF,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,parallax@jspdf
CVE-2020-7695,encode,uvicorn,encode@uvicorn,kludex@uvicorn,https://github.com/encode/uvicorn,repo_or_file,Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/encode/uvicorn,https://github.com/Kludex/uvicorn,200,"GitHub - Kludex/uvicorn: An ASGI web server, for Python. 🦄 · GitHub","An ASGI web server, for Python. 🦄. Contribute to Kludex/uvicorn development by creating an account on GitHub.",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,kludex@uvicorn
CVE-2020-7742,simpl-schema_project,simpl-schema,aldeed@simpl-schema,longshotlabs@simpl-schema,https://github.com/aldeed/simpl-schema/blob/main/package/lib/utility/merge.js,repo_or_file,Exploit;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,ref_clean_repo_score_ge_threshold,0.6706111111111112,https://github.com/aldeed/simpl-schema,https://github.com/longshotlabs/simpl-schema,200,GitHub - longshotlabs/simpl-schema: A JavaScript schema validation package that supports direct validation of MongoDB update modifier objects · GitHub,A JavaScript schema validation package that supports direct validation of MongoDB update modifier objects - longshotlabs/simpl-schema,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,longshotlabs@simpl-schema
CVE-2020-7758,browserless,chrome,browserless@chrome,browserless@browserless,https://github.com/browserless/chrome/blob/master/src/routes.ts%23L175,repo_or_file,Broken Link,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/browserless/chrome,https://github.com/browserless/browserless,200,GitHub - browserless/browserless: Deploy headless browsers in Docker. Run on our cloud or bring your own. Free for non-commercial uses. · GitHub,Deploy headless browsers in Docker. Run on our cloud or bring your own. Free for non-commercial uses. - browserless/browserless,canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,browserless@browserless
CVE-2020-7760,codemirror,codemirror,codemirror@codemirror,codemirror@codemirror5,https://github.com/codemirror/CodeMirror/commit/55d0333907117c9231ffdf555ae8824705993bbb,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/codemirror/codemirror,https://github.com/codemirror/codemirror5,200,"GitHub - codemirror/codemirror5: In-browser code editor (version 5, legacy) · GitHub","In-browser code editor (version 5, legacy). Contribute to codemirror/codemirror5 development by creating an account on GitHub.",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,codemirror@codemirror5
CVE-2020-7964,mirumee,saleor,mirumee@saleor,saleor@saleor,https://github.com/mirumee/saleor/commit/233b8890c60fa6d90daf99e4d90fea85867732c3,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,1.0,https://github.com/mirumee/saleor,https://github.com/saleor/saleor,200,"GitHub - saleor/saleor: Saleor Core: the high performance, composable, headless commerce API. · GitHub","Saleor Core: the high performance, composable, headless commerce API. - saleor/saleor",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,saleor@saleor
CVE-2020-8929,google,tink_java,google@tink,tink-crypto@tink,https://github.com/google/tink/commit/93d839a5865b9d950dffdc9d0bc99b71280a8899,commit,Patch;Third Party Advisory,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,score_threshold,0.974,https://github.com/google/tink,https://github.com/tink-crypto/tink,200,"GitHub - tink-crypto/tink: Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse. · GitHub","Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse. - tink-crypto/tink",canonicalize_repo_key_or_store_redirect_alias,github_root_redirects_to_different_owner_repo,tink-crypto@tink
